nom,url,preu,stock
Batti Burri,https://mathom.es/es/bati-burri/37428-batti-burri-4007396207132.html,"10,77 €", En stock 
Deja-Vu,https://mathom.es/es/deja-vu/38693-deja-vu-8437015001128.html,"5,39 €", En stock 
Kameleo,https://mathom.es/es/kameleo/42286-kameleo-3664824000607.html,"5,98 €", En stock 
Karma,https://mathom.es/es/karma/41766-karma-8437015001807.html,"6,47 €", En stock 
Narabi,https://mathom.es/es/narabi/41764-narabi-8437015001623.html,"5,98 €", En stock 
Bohnanza de las Galaxias,https://mathom.es/es/bohnanza/35479-bohnanza-de-las-galaxias-4007396079906.html,"3,89 €", En stock 
450 Cosas que Hacer en tu Vida,https://mathom.es/es/450-cosas-que-hacer-en-tu-vida/40148-450-cosas-que-hacer-en-tu-vida-8437015001432.html,"7,48 €", En stock 
Halli Galli Party,https://mathom.es/es/halli-galli/40588-halli-galli-party-8437015001098.html,"5,69 €", En stock 
La Fiesta,https://mathom.es/es/la-fiesta/39320-la-fiesta-8437015001241.html,"10,98 €", En stock 
Maki Stack,https://mathom.es/es/maki-stack/40589-maki-stack-8437015001500.html,"12,48 €", En stock 
Panic Diner,https://mathom.es/es/panic-diner/42279-panic-diner-3664824000546.html,"10,97 €", En stock 
El Portal de Molthar,https://mathom.es/es/el-portal-de-molthar/36057-el-portal-de-molthar-4007396207149.html,"6,48 €", En stock 
Esbirros,https://mathom.es/es/esbirros/38867-esbirros-8437015001159.html,"16,98 €", Agotado 
Reinos de Papel,https://mathom.es/es/reinos-de-papel/39396-reinos-de-papel-8437015001302.html,"16,48 €", En stock 
Reinos de Papel: Más Allá de las Puertas,https://mathom.es/es/reinos-de-papel/41175-reinos-de-papel-mas-alla-de-las-puertas-8437015001531.html,"8,48 €", En stock 
Ilos,https://mathom.es/es/ilos/39580-ilos-8437015001272.html,"16,98 €", En stock 
Loser,https://mathom.es/es/loser/41469-loser-8437015001586.html,"5,98 €", En stock 
Manhattan,https://mathom.es/es/manhattan/40091-manhattan-3770000282528.html,"23,62 €", En stock 
Matrioska,https://mathom.es/es/matrioska/38700-matrioska-8437015001944.html,"4,78 €", En stock 
Saboteur: Las Minas Perdidas,https://mathom.es/es/saboteur/40267-saboteur-las-minas-perdidas-8437015001494.html,"12,98 €", Agotado 
TonTon,https://mathom.es/es/tonton/41559-tonton-8437015001593.html,"6,48 €", En stock 
Vektorace,https://mathom.es/es/vektorace/40560-vektorace-8052747090099.html,"17,48 €", En stock 
Shrimp (Nueva Edición),https://mathom.es/es/shrimp/43332-shrimp-nueva-edicion-8437015001449.html,"8,98 €", En stock 
Días de Ira: Budapest 1956 (+ Carta Promo),https://mathom.es/es/dias-de-ira-budapest-1956/37598-dias-de-ira-budapest-1956-0806802975757.html,"19,98 €", Agotado 
Cosmogenesis,https://mathom.es/es/cosmogenesis/38481-cosmogenesis-806802975818.html,"19,95 €", Agotado 
Flick' em Up! Tierra de Forajidos,https://mathom.es/es/flick-em-up/36807-flick-em-up-tierra-de-forajidos-7628454352532.html,"19,95 €", Agotado 
Flick' em Up!: Dead of Winter,https://mathom.es/es/flick-em-up/38235-flick-em-up-dead-of-winter-0806802975818.html,"24,98 €", Agotado 
Abyss (Caja con desperfectos),https://mathom.es/es/abyss/43336-abyss-0753153818595.html,"35,10 €", En stock 
Raid & Trade,https://mathom.es/es/raid-trade/35561-raid-trade.html,"46,76 €", En stock 
El Señor de los Anillos LCG: Caja Básica,https://mathom.es/es/caja-basica-y-expansiones/5590-el-senor-de-los-anillos-lcg-caja-basica-8435407610347.html,"29,96 €", Agotado 
Dragon Ball Z: Célula Perfecto,https://mathom.es/es/dragon-ball-z/42563-dragon-ball-z-celula-perfecto-8435450218965.html,"29,96 €", En stock 
"Warhammer 40,000: Sangre del Fénix",https://mathom.es/es/cajas-de-inicio-y-guias/42260-warhammer-40000-sangre-del-fenix-5011921122851.html,"140,40 €", En stock 
Star Wars LCG: Caja Básica (Caja Golpeada),https://mathom.es/es/ofertas/37212-star-wars-lcg-caja-basica-9781616613815.html,"27,97 €", En stock 
Clank! Tesoros Sumergidos,https://mathom.es/es/clank/42212-clank-tesoros-sumergidos-8436017226171.html,"24,00 €", En stock 
La Escalera Encantada,https://mathom.es/es/la-escalera-encantada/31796-la-escalera-encantada-8436017221275.html,"24,00 €", En stock 
El Laberinto Mágico,https://mathom.es/es/el-laberinto-magico/34431-el-laberinto-magico-8436017220018.html,"31,50 €", En stock 
Fila Filo,https://mathom.es/es/fila-filo/35334-fila-filo-8436017222937.html,"28,00 €", En stock 
EXIT 4: El Castillo Prohibido,https://mathom.es/es/exit/39208-exit-4-el-castillo-prohibido-8436017226713.html,"12,00 €", En stock 
EXIT 8: Muerte en el Orient Express,https://mathom.es/es/exit/40035-exit-8-muerte-en-el-orient-express-8436017227130.html,"12,00 €", En stock 
Concordia (5ª Edición) (Caja golpeada),https://mathom.es/es/ofertas/42804-concordia-5-edicion-8437013454063.html,"38,99 €", En stock 
Batman Miniature Game: The Comedian...,https://mathom.es/es/watchmen/36203-batman-miniature-game-the-comedian.html,"10,80 €", En stock 
Lobo,https://mathom.es/es/sidekicks/36587-lobo.html,"10,80 €", En stock 
Classic Harley Quinn,https://mathom.es/es/sidekicks/35052-classic-harley-quinn.html,"10,80 €", En stock 
Green Arrow,https://mathom.es/es/sidekicks/35051-green-arrow.html,"10,80 €", En stock 
The Penguin (TV Show),https://mathom.es/es/lideres/35658-the-penguin-tv-show.html,"10,80 €", En stock 
Joker (Heath Ledger),https://mathom.es/es/lideres/35050-joker-heath-ledger.html,"10,80 €", En stock 
Joker (Titan Form),https://mathom.es/es/lideres/36071-joker-titan-form.html,"27,00 €", En stock 
Arrow (TV Show),https://mathom.es/es/lideres/35657-arrow-tv-show.html,"10,80 €", En stock 
Batman (The Dark Knight Rises),https://mathom.es/es/lideres/35049-batman-the-dark-knight-rises.html,"10,80 €", En stock 
Poison Ivy,https://mathom.es/es/lideres/36029-poison-ivy.html,"10,80 €", En stock 
Bane (The Dark Knight Rises),https://mathom.es/es/lideres/35553-bane-the-dark-knight-rises.html,"10,80 €", En stock 
Ra's Al Ghul Arkham City,https://mathom.es/es/lideres/36072-ra-s-al-ghul-arkham-city.html,"10,80 €", En stock 
Batman (Frank Miller Version),https://mathom.es/es/lideres/35048-batman-frank-miller-version.html,"10,80 €", En stock 
Kiwis Voladores,https://mathom.es/es/ofertas/43451-kiwis-voladores-8437015001050.html,"7,19 €", En stock 
Mindo: Gatos,https://mathom.es/es/mindo/41457-mindo-gatos-3664824000072.html,"4,78 €", En stock 
Mindo: Perros,https://mathom.es/es/mindo/41458-mindo-perros-3664824000089.html,"4,78 €", En stock 
Mindo: Robots,https://mathom.es/es/mindo/41463-mindo-robots-3664824000102.html,"4,78 €", En stock 
Mindo: Unicornios,https://mathom.es/es/mindo/41464-mindo-unicornios-3664824000096.html,"4,78 €", En stock 
Brain Connect,https://mathom.es/es/ofertas/43452-brain-connect-8437015001517.html,"11,48 €", En stock 
Pathfinder: Skull & Shackles (Pack...,https://mathom.es/es/pathfinder/34646-pathfinder-skull-shackles-pack-4-mini-tapetes.html,"10,50 €", En stock 
Pathfinder: Skull & Shackles (Pack...,https://mathom.es/es/pathfinder/34647-pathfinder-skull-shackles-pack-7-mini-tapetes-074427843762.html,"17,50 €", En stock 
